date,close
2021-11-04,2700000000000.0
2021-11-05,2690000000000.0
2021-11-06,2720000000000.0
2021-11-07,2770000000000.0
2021-11-08,2900000000000.0
2021-11-09,2880000000000.0
2021-11-10,2790000000000.0
2021-11-11,2830000000000.0
2021-11-12,2800000000000.0
2021-11-13,2810000000000.0
2021-11-14,2830000000000.0
2021-11-15,2770000000000.0
2021-11-16,2590000000000.0
2021-11-17,2610000000000.0
2021-11-18,2460000000000.0
2021-11-19,2570000000000.0
2021-11-20,2640000000000.0
2021-11-21,2590000000000.0
2021-11-22,2490000000000.0
2021-11-23,2570000000000.0
2021-11-24,2530000000000.0
2021-11-25,2640000000000.0
2021-11-26,2400000000000.0
2021-11-27,2440000000000.0
2021-11-28,2530000000000.0
2021-11-29,2580000000000.0
2021-11-30,2590000000000.0
2021-12-01,2590000000000.0
2021-12-02,2570000000000.0
2021-12-03,2440000000000.0
2021-12-04,2280000000000.0
2021-12-05,2270000000000.0
2021-12-06,2330000000000.0
2021-12-07,2330000000000.0
2021-12-08,2370000000000.0
2021-12-09,2220000000000.0
2021-12-10,2160000000000.0
2021-12-11,2250000000000.0
2021-12-12,2280000000000.0
2021-12-13,2110000000000.0
2021-12-14,2180000000000.0
2021-12-15,2240000000000.0
2021-12-16,2200000000000.0
2021-12-17,2150000000000.0
2021-12-18,2200000000000.0
2021-12-19,2190000000000.0
2021-12-20,2190000000000.0
2021-12-21,2270000000000.0
2021-12-22,2270000000000.0
2021-12-23,2380000000000.0
2021-12-24,2370000000000.0
2021-12-25,2380000000000.0
2021-12-26,2400000000000.0
2021-12-27,2400000000000.0
2021-12-28,2250000000000.0
2021-12-29,2190000000000.0
2021-12-30,2220000000000.0
2021-12-31,2180000000000.0
