Date,Amount,Balance (BTC),Balance (USD),Profit 
31/08/2019 9:34,"+1,458.006154 BTC (13,998,044.03 USD)","28,475.63396459 BTC","$273,389,229 @ $9,600.81","$80,539,851"
31/08/2019 8:48,"+1,458.006154 BTC (13,993,517.5 USD)","27,017.62781059 BTC","$259,307,306 @ $9,597.71","$80,455,972"
24/08/2019 2:28,"+372 BTC (3,872,667.58 USD)","25,559.62165659 BTC","$266,085,801 @ $10,410.4","$101,227,985"
22/08/2019 7:10,"+386 BTC (3,888,973.93 USD)","25,187.62165659 BTC","$253,766,850 @ $10,075.06","$92,781,701"
21/08/2019 7:55,"+5 BTC (54,036.52 USD)","24,801.62165659 BTC","$268,038,659 @ $10,807.3","$110,942,484"
20/08/2019 8:36,"+31 BTC (336,199.62 USD)","24,796.62165659 BTC","$268,923,056 @ $10,845.15","$111,880,917"
17/08/2019 5:49,+0.0001 BTC (1.04 USD),"24,765.62165659 BTC","$258,665,745 @ $10,444.55","$101,959,806"
8/08/2019 14:32,"-1,200.00011 BTC (14,315,744.48 USD)","24,765.62155659 BTC","$295,448,565 @ $11,929.79","$138,742,627"
28/07/2019 13:23,"+86 BTC (817,368.63 USD)","25,965.62166659 BTC","$246,784,705 @ $9,504.29","$75,763,022"
25/07/2019 7:09,"+622 BTC (6,092,963.61 USD)","25,879.62166659 BTC","$253,510,600 @ $9,795.76","$83,306,286"
20/07/2019 6:21,"+129 BTC (1,357,878.02 USD)","25,257.62166659 BTC","$265,866,428 @ $10,526.19","$101,755,078"
18/07/2019 15:48,"+156 BTC (1,540,966.97 USD)","25,128.62166659 BTC","$248,220,358 @ $9,877.99","$85,466,886"
17/07/2019 3:07,"+708 BTC (6,865,848.26 USD)","24,972.62166659 BTC","$242,172,643 @ $9,697.53","$80,960,137"
13/07/2019 8:25,"+257 BTC (3,034,932.2 USD)","24,264.62166659 BTC","$286,542,730 @ $11,809.07","$132,196,073"
12/07/2019 10:54,"+231 BTC (2,646,612.11 USD)","24,007.62166659 BTC","$275,060,010 @ $11,457.2","$123,748,285"
28/06/2019 11:18,"+746 BTC (8,396,259.89 USD)","23,776.62166659 BTC","$267,606,830 @ $11,255.04","$118,941,717"
27/06/2019 19:03,"+4,100 BTC (47,988,226.52 USD)","23,030.62166659 BTC","$269,560,656 @ $11,704.45","$129,291,803"
18/06/2019 22:39,+0.00000777 BTC (0.07 USD),"18,930.62166659 BTC","$173,681,986 @ $9,174.66","$81,401,360"
10/06/2019 9:05,"+52 BTC (394,908.63 USD)","18,930.62165882 BTC","$143,766,650 @ $7,594.4","$51,486,024"
7/06/2019 10:59,"+75 BTC (583,886.65 USD)","18,878.62165882 BTC","$146,973,002 @ $7,785.16","$55,087,284"
1/06/2019 8:51,"+913 BTC (7,796,605.89 USD)","18,803.62165882 BTC","$160,574,400 @ $8,539.55","$69,272,569"
31/05/2019 10:10,"+39 BTC (325,141.38 USD)","17,890.62165882 BTC","$149,153,368 @ $8,336.96","$65,648,143"
30/05/2019 14:29,"+327 BTC (2,852,136.78 USD)","17,851.62165882 BTC","$155,704,180 @ $8,722.13","$72,524,096"
29/05/2019 16:53,+0.0001 BTC (0.85 USD),"17,524.62165882 BTC","$149,644,696 @ $8,539.11","$69,316,750"
17/05/2019 11:26,"+833 BTC (6,474,567.12 USD)","17,524.62155882 BTC","$136,211,691 @ $7,772.59","$55,883,745"
14/05/2019 7:29,"+943 BTC (7,598,117.38 USD)","16,691.62155882 BTC","$134,490,880 @ $8,057.39","$60,637,501"
13/05/2019 9:59,"+715 BTC (4,954,686.16 USD)","15,748.62155882 BTC","$109,132,136 @ $6,929.63","$42,876,875"
12/05/2019 13:57,"+17 BTC (122,260.4 USD)","15,033.62155882 BTC","$108,118,619 @ $7,191.79","$46,818,043"
11/05/2019 13:23,"+493 BTC (3,256,501.04 USD)","15,016.62155882 BTC","$99,191,975 @ $6,605.48","$38,013,660"
10/05/2019 15:37,"+126 BTC (793,052.82 USD)","14,523.62155882 BTC","$91,412,691 @ $6,294.07","$33,490,877"
9/05/2019 6:56,"+163 BTC (968,889.03 USD)","14,397.62155882 BTC","$85,580,966 @ $5,944.1","$28,452,205"
7/05/2019 8:48,"+147 BTC (845,211.32 USD)","14,234.62155882 BTC","$81,845,328 @ $5,749.74","$25,685,456"
6/05/2019 5:02,"+60 BTC (345,819.62 USD)","14,087.62155882 BTC","$81,196,265 @ $5,763.66","$25,881,605"
3/05/2019 11:28,"+68 BTC (376,650.66 USD)","14,027.62155882 BTC","$77,698,720 @ $5,538.98","$22,729,879"
2/05/2019 11:08,"+26 BTC (139,780.46 USD)","13,959.62155882 BTC","$75,049,323 @ $5,376.17","$20,457,132"
1/05/2019 6:30,"+82 BTC (435,062.26 USD)","13,933.62155882 BTC","$73,926,742 @ $5,305.64","$19,474,332"
27/04/2019 7:18,"+263 BTC (1,382,262.97 USD)","13,851.62155882 BTC","$72,800,698 @ $5,255.75","$18,783,350"
25/04/2019 6:23,"+374 BTC (2,032,464.91 USD)","13,588.62155882 BTC","$73,845,980 @ $5,434.4","$21,210,895"
21/04/2019 5:10,"+84 BTC (447,110.6 USD)","13,214.62155882 BTC","$70,338,064 @ $5,322.75","$19,735,444"
17/04/2019 10:11,"+153 BTC (800,332.61 USD)","13,130.62155882 BTC","$68,685,389 @ $5,230.93","$18,529,880"
13/04/2019 14:25,"+15 BTC (76,655.27 USD)","12,977.62155882 BTC","$66,320,206 @ $5,110.35","$16,965,030"
12/04/2019 10:36,"+287 BTC (1,431,451.43 USD)","12,962.62155882 BTC","$64,652,833 @ $4,987.64","$15,374,312"
10/04/2019 9:38,"+284 BTC (1,472,618.84 USD)","12,675.62155882 BTC","$65,726,616 @ $5,185.28","$17,879,547"
5/04/2019 17:51,"+1,000 BTC (4,957,444.95 USD)","12,391.62155882 BTC","$61,430,782 @ $4,957.44","$15,056,331"
2/04/2019 7:40,"+42 BTC (174,020.82 USD)","11,391.62155882 BTC","$47,199,508 @ $4,143.35","$5,782,502"
31/03/2019 12:44,+0.00000888 BTC (0.04 USD),"11,349.62155882 BTC","$46,524,124 @ $4,099.18","$5,281,139"
31/03/2019 10:09,"+64 BTC (262,999.93 USD)","11,349.62154994 BTC","$46,639,839 @ $4,109.37","$5,396,854"
24/03/2019 14:07,"+37 BTC (147,620.04 USD)","11,285.62154994 BTC","$45,026,592 @ $3,989.73","$4,046,607"
23/03/2019 7:30,"+62 BTC (247,895.82 USD)","11,248.62154994 BTC","$44,975,585 @ $3,998.32","$4,143,220"
22/03/2019 12:50,"+25 BTC (99,979.78 USD)","11,186.62154994 BTC","$44,737,440 @ $3,999.19","$4,152,971"
22/03/2019 12:37,"-1.00079138 BTC (4,002.36 USD)","11,161.62154994 BTC","$44,637,460 @ $3,999.19","$4,152,971"
21/03/2019 19:17,+0.00000546 BTC (0.02 USD),"11,162.62234132 BTC","$45,208,243 @ $4,049.97","$4,719,751"
15/03/2019 20:26,+0.00000546 BTC (0.02 USD),"11,162.62233586 BTC","$43,460,983 @ $3,893.44","$2,972,491"
12/03/2019 12:33,"+16 BTC (61,415.06 USD)","11,162.6223304 BTC","$42,847,073 @ $3,838.44","$2,358,581"
9/03/2019 14:08,"+122 BTC (472,769.45 USD)","11,146.6223304 BTC","$43,194,939 @ $3,875.16","$2,767,862"
6/03/2019 9:31,"+10 BTC (38,539.78 USD)","11,024.6223304 BTC","$42,488,656 @ $3,853.98","$2,534,349"
5/03/2019 9:14,"+41 BTC (152,533.6 USD)","11,014.6223304 BTC","$40,978,049 @ $3,720.33","$1,062,282"
4/03/2019 4:21,"+72 BTC (274,199.87 USD)","10,973.6223304 BTC","$41,791,192 @ $3,808.33","$2,027,958"
2/03/2019 8:19,"+81 BTC (311,416.69 USD)","10,901.6223304 BTC","$41,912,927 @ $3,844.65","$2,423,893"
28/02/2019 8:35,"+33 BTC (124,423.06 USD)","10,820.6223304 BTC","$40,798,030 @ $3,770.4","$1,620,413"
27/02/2019 9:54,"+334 BTC (1,274,398.51 USD)","10,787.6223304 BTC","$41,160,868 @ $3,815.56","$2,107,673"
14/02/2019 11:28,"+4,934.6199904 BTC (17,842,747.54 USD)","10,453.6223304 BTC","$37,798,522 @ $3,615.83","$19,726"
14/02/2019 10:07,"+4,500 BTC (16,251,593.47 USD)","5,519.00234 BTC","$19,931,685 @ $3,611.47","-$4,363"
14/02/2019 6:22,"-100.00011 BTC (360,263.86 USD)","1,019.00234 BTC","$3,671,093 @ $3,602.63","-$13,362"
13/02/2019 8:54,"+1,119 BTC (4,044,710.12 USD)","1,119.00245 BTC","$4,044,719 @ $3,614.58",$0
13/02/2019 8:26,-0.00311 BTC (11.24 USD),0.00245 BTC,"$9 @ $3,614.58",$0
12/02/2019 9:12,+0.00556 BTC (20.18 USD),0.00556 BTC,"$20 @ $3,628.69",$0
11/02/2019 8:58,-0.001 BTC (3.65 USD),0 BTC,"$0 @ $3,648.74",$0
6/02/2019 13:18,+0.001 BTC (3.41 USD),0.001 BTC,"$3 @ $3,405.72",$0
